Date,PunchCode,WorkType,Hours,NoOfMan,SystemHours,Quantity,ResourceKPI,SystemKPI
2021-11-04,215,215,71.79,8.97375,64.541944,26871.0,374.300041,416.333911
2021-11-05,213,213,16.0,2.0,2.127222,953.0,23.6875,178.166642
2021-11-08,213,213,10.67,1.33375,2.552777,1066.0,57.544517,240.52238
2021-11-09,214,214,57.48,7.185,35.5775,29021.0,504.888656,815.712177
2021-11-10,211,211,103.95,12.99375,28.761111,8482.0,81.596921,294.912112
2021-11-10,214,214,63.57,7.94625,41.735555,49836.0,783.954695,1194.089787
2021-11-11,211,211,96.56,12.07,20.228055,13192.0,136.619718,652.163542
2021-11-11,214,214,49.03,6.12875,30.770833,20554.0,419.212726,667.970217
2021-11-12,215,215,37.17,4.64625,32.915,9147.0,246.085552,277.897615
2021-11-15,209,209,69.41,8.67625,55.935833,20067.0,289.108197,358.750355
2021-11-15,215,215,78.56,9.82,78.380277,27144.0,345.519348,346.311611
2021-09-23,209,209,39.73,4.96625,29.216944,12073.0,303.876164,413.219123
2021-09-24,213,213,12.03,1.50375,1.701944,921.0,28.345802,200.359119
2021-09-27,213,213,11.71,1.46375,2.699722,1370.0,39.368061,170.758323
2021-09-29,211,211,72.71,9.08875,18.881944,7541.0,103.713381,399.37625
2021-09-30,213,213,43.33,5.41625,4.241666,1333.0,12.23171,124.950904
2021-10-01,209,209,40.31,5.03875,18.704166,8310.0,206.152319,444.286048
2021-10-05,211,211,72.67,9.08375,29.187222,5279.0,72.643456,180.866819
2021-10-05,214,214,66.43,8.30375,36.7275,35185.0,529.655276,958.001497
2021-10-06,209,209,46.28,5.785,37.963888,15264.0,329.818496,402.0663
2021-10-06,215,215,38.92,4.865,28.622222,12813.0,329.213771,447.659164
2021-10-07,213,213,26.85,3.35625,3.865277,1116.0,17.206704,119.525716
2021-10-08,213,213,12.93,1.61625,4.9525,1034.0,32.482599,84.805654
2021-10-11,211,211,90.79,11.34875,21.008611,5469.0,60.237911,260.321827
2021-10-12,209,209,121.09,15.13625,69.5125,34060.0,281.278387,489.983815
2021-10-13,213,213,13.3,1.6625,1.9175,1278.0,33.383459,231.551499
2021-10-14,209,209,39.35,4.91875,27.313888,8855.0,225.031766,324.194051
2021-10-15,213,213,16.0,2.0,2.568611,1098.0,26.625,165.84839
2021-10-17,215,215,1.7,0.2125,1.873055,1122.0,660.0,599.021384
2021-10-18,215,215,79.22,9.9025,66.0575,24694.0,311.714213,373.825833
2021-10-19,209,209,70.37,8.79625,65.856666,20503.0,291.359954,311.327633
2021-10-20,215,215,62.78,7.8475,51.266111,20216.0,322.01338,394.334573
2021-10-21,209,209,56.13,7.01625,39.706944,13806.0,245.964724,347.69737
2021-10-22,213,213,11.02,1.3775,3.343888,848.0,33.030853,108.855321
2021-10-25,211,211,84.61,10.57625,16.371388,5533.0,65.394161,337.967678
2021-10-25,214,214,46.58,5.8225,27.991388,34713.0,745.234006,1240.131428
2021-10-26,209,209,140.91,17.61375,81.200277,34479.0,244.688098,424.616778
2021-10-26,215,215,49.04,6.13,41.154722,14831.0,302.42659,360.371769
2021-10-27,213,213,12.2,1.525,2.115,1071.0,36.147541,208.510638
2021-10-28,213,213,25.39,3.17375,3.595555,1022.0,18.471839,130.438834
2021-10-29,214,214,19.99,2.49875,10.396944,17544.0,877.638819,1687.418918
2021-10-31,215,215,3.0,0.375,2.948888,1924.0,641.333333,652.44933
2021-11-01,211,211,77.86,9.7325,24.165277,5911.0,75.918314,244.607169
2021-11-01,214,214,54.43,6.80375,36.313333,43526.0,799.6693,1198.623106
2021-11-02,211,211,106.26,13.2825,29.583333,8676.0,81.648785,293.273242
2021-11-02,214,214,48.18,6.0225,38.319444,21008.0,436.031548,548.233424
2021-11-03,209,209,54.28,6.785,49.694722,17955.0,330.784819,361.305975
2021-11-03,215,215,45.08,5.635,36.285,11236.0,249.245785,309.659638
2021-11-04,214,214,62.72,7.84,35.766388,36648.0,584.311224,1024.649176
2021-11-05,211,211,84.14,10.5175,25.298611,5513.0,65.521749,217.917102
2021-11-05,215,215,49.24,6.155,36.180277,12679.0,257.493907,350.43955
2021-11-08,211,211,108.69,13.58625,39.633055,7619.0,70.098445,192.238524
2021-11-08,214,214,48.28,6.035,30.787222,32733.0,677.982601,1063.20083
2021-11-09,209,209,125.08,15.635,89.501666,27959.0,223.528941,312.385246
2021-11-09,215,215,53.48,6.685,40.134166,14894.0,278.496634,371.105257
2021-11-10,213,213,12.4,1.55,2.640833,971.0,32.822581,154.118038
2021-11-12,213,213,14.55,1.81875,1.326666,845.0,25.154639,275.879536
2021-11-16,214,214,67.3,8.4125,47.767222,36192.0,537.771173,757.674373
2021-11-17,215,215,54.75,6.84375,41.876944,19580.0,357.62557,467.560383
2021-11-18,213,213,31.7,3.9625,6.3,1757.0,20.694006,104.126984
2021-11-19,211,211,86.37,10.79625,25.336111,6417.0,74.29663,253.274861
2021-11-19,214,214,58.78,7.3475,38.533888,40038.0,681.150051,1039.033486
2021-11-22,211,211,130.43,16.30375,55.856944,13036.0,99.946331,233.381905
2021-11-22,214,214,48.75,6.09375,33.660277,31359.0,643.261538,931.632261
2021-11-23,209,209,119.92,14.99,104.260555,27598.0,230.136757,264.702216
2021-11-23,215,215,101.82,12.7275,76.016388,25636.0,251.777646,337.243069
2021-11-25,211,211,138.28,17.285,41.574444,10149.0,73.394561,244.116313
2021-11-26,215,215,73.28,9.16,51.708333,21579.0,294.473253,417.321517
2021-11-29,209,209,197.19,24.64875,150.9825,47296.0,239.84989,313.254847
2021-11-29,215,215,136.99,17.12375,134.631944,51212.0,373.837506,380.385207
2021-11-30,213,213,37.28,4.66,2.138611,1901.0,18.293991,318.898575
2021-12-02,209,209,71.44,8.93,42.749722,18385.0,257.348824,430.061276
2021-12-03,215,215,87.87,10.98375,69.396388,24984.0,284.329122,360.018737
2021-12-06,213,213,7.37,0.92125,1.995833,783.0,64.043419,236.492733
2021-12-07,209,209,131.12,16.39,96.234444,33427.0,254.934411,347.349645
2021-12-08,209,209,120.5,15.0625,67.646944,25086.0,208.182572,370.837151
2021-12-09,215,215,83.1,10.3875,78.734722,24254.0,291.865222,308.047064
2021-12-10,213,213,8.59,1.07375,2.789722,729.0,41.443539,127.611282
2021-12-12,215,215,1.75,0.21875,1.156666,584.0,333.714285,504.899426
2021-12-13,214,214,56.24,7.03,37.359444,34246.0,608.926031,916.662464
2021-12-14,211,211,189.1,23.6375,64.171388,11774.0,62.263352,183.477408
2021-12-14,214,214,57.76,7.22,38.009166,22200.0,384.34903,584.069642
2021-12-15,213,213,15.35,1.91875,2.436944,466.0,19.283388,121.463604
2021-09-24,215,215,43.14,5.3925,32.611666,11728.0,271.859063,359.625908
2021-09-27,209,209,56.66,7.0825,42.944444,16926.0,298.729262,394.137132
2021-09-28,213,213,25.18,3.1475,3.194444,1131.0,18.467037,145.565238
2021-09-29,214,214,50.39,6.29875,30.628055,24387.0,483.965072,796.230775
2021-09-30,209,209,38.15,4.76875,31.213055,9944.0,260.655307,318.584643
2021-10-01,215,215,29.88,3.735,23.894444,9818.0,328.58099,410.890498
2021-10-04,213,213,13.15,1.64375,1.417777,851.0,30.26616,280.721157
2021-10-06,211,211,79.21,9.90125,18.29,5294.0,66.834995,289.447785
2021-10-07,209,209,55.5,6.9375,30.043888,16082.0,289.765765,535.283582
2021-10-08,209,209,59.28,7.41,33.517777,14744.0,248.717948,439.885974
2021-10-08,215,215,45.05,5.63125,27.898611,7808.0,173.318534,279.870564
2021-10-11,214,214,58.38,7.2975,36.990555,32638.0,559.061322,882.333341
2021-10-12,215,215,46.1,5.7625,29.360277,10232.0,221.952277,348.498074
2021-10-13,209,209,41.59,5.19875,25.089166,10667.0,256.479923,425.163594
2021-10-14,215,215,46.33,5.79125,39.730555,15755.0,340.060436,396.546184
2021-10-15,209,209,3.8,0.475,0.662777,662.0,174.210526,998.827659
2021-10-18,211,211,100.39,12.54875,28.543055,5898.0,58.750871,206.635204
2021-10-18,214,214,38.61,4.82625,28.531944,28678.0,742.760942,1005.119034
2021-10-19,215,215,50.47,6.30875,34.976388,17698.0,350.66376,505.998503
2021-10-20,211,211,94.98,11.8725,27.062222,8434.0,88.797641,311.652162
2021-10-20,214,214,56.2,7.025,38.833333,38885.0,691.903914,1001.33048
2021-10-21,215,215,52.27,6.53375,36.497222,13297.0,254.390663,364.329098
2021-10-22,209,209,55.94,6.9925,32.7775,13545.0,242.134429,413.24079
2021-10-26,211,211,94.59,11.82375,38.265,7798.0,82.440004,203.789363
2021-10-27,209,209,54.55,6.81875,37.572777,13473.0,246.984417,358.584088
2021-10-27,215,215,39.09,4.88625,29.416944,13755.0,351.880276,467.587659
2021-10-28,209,209,43.68,5.46,42.739166,14072.0,322.161172,329.253032
2021-10-28,215,215,57.02,7.1275,54.723333,20034.0,351.350403,366.096122
2021-10-29,213,213,13.8,1.725,0.920555,587.0,16.15942,242.245167
2021-11-01,213,213,16.0,2.0,3.559444,2352.0,50.375,226.43986
2021-11-03,211,211,87.32,10.915,25.054166,10178.0,116.55978,406.239824
2021-11-04,213,213,28.0,3.5,4.512777,2396.0,30.321429,188.132496
2021-11-05,214,214,37.2,4.65,18.589722,20630.0,554.569892,1109.753012
2021-11-07,215,215,3.6,0.45,4.470833,2658.0,738.333333,594.520081
2021-11-09,211,211,120.22,15.0275,35.064722,11159.0,92.821493,318.240081
2021-11-10,209,209,59.7,7.4625,51.155277,17536.0,293.735343,342.799433
2021-11-10,215,215,63.32,7.915,46.288055,17377.0,274.431459,375.410027
2021-11-11,209,209,62.46,7.8075,49.0525,16013.0,256.372078,326.446154
2021-11-11,215,215,66.31,8.28875,58.935277,23502.0,354.42618,398.77644
2021-11-12,209,209,70.82,8.8525,47.083333,16931.0,239.070883,359.596462
2021-11-14,215,215,3.02,0.3775,4.923333,2232.0,739.072847,453.351418
2021-11-15,213,213,11.96,1.495,3.196944,2014.0,76.588629,286.52363
2021-11-16,213,213,25.23,3.15375,4.855555,1771.0,28.814903,149.725418
2021-11-17,211,211,86.79,10.84875,23.419722,7786.0,89.710796,332.454842
2021-11-17,214,214,52.78,6.5975,32.84,36628.0,693.97499,1115.347137
2021-11-18,209,209,144.65,18.08125,94.18,32039.0,221.493259,340.188999
2021-11-19,213,213,5.93,0.74125,2.035,1021.0,80.269815,233.906634
2021-11-22,213,213,10.0,1.25,1.859444,958.0,47.2,253.83932
2021-11-23,211,211,122.16,15.27,84.431666,8269.0,67.689914,97.937188
2021-11-23,214,214,69.35,8.66875,52.662777,37120.0,535.255948,704.862183
2021-11-24,213,213,16.02,2.0025,4.011944,770.0,25.156055,100.450056
2021-11-25,214,214,67.44,8.43,49.396111,30625.0,454.107354,619.988079
2021-11-26,211,211,117.39,14.67375,31.294722,7053.0,60.081778,225.373467
2021-11-26,214,214,50.67,6.33375,35.758333,52692.0,1039.905269,1473.558624
2021-11-29,211,211,203.98,25.4975,115.377777,9416.0,46.161388,81.61017
2021-11-29,214,214,30.54,3.8175,16.145833,29167.0,955.042567,1806.472295
2021-11-30,209,209,136.14,17.0175,100.501388,28264.0,207.609813,281.229946
2021-12-01,213,213,21.35,2.66875,4.472777,1688.0,29.69555,141.746392
2021-12-02,215,215,48.65,6.08125,55.322777,13191.0,271.140801,238.437054
2021-12-03,211,211,91.47,11.43375,22.538611,6694.0,73.182464,297.001443
2021-12-03,214,214,44.04,5.505,28.330833,36580.0,830.608537,1291.172765
2021-12-06,209,209,165.71,20.71375,90.188888,30905.0,186.500512,342.669708
2021-12-07,215,215,70.3,8.7875,61.696944,16121.0,229.317211,261.29333
2021-12-08,215,215,81.31,10.16375,61.3625,24098.0,296.371909,392.71542
2021-12-09,211,211,130.51,16.31375,36.029722,7702.0,59.014634,213.767955
2021-12-09,214,214,47.77,5.97125,36.478055,19784.0,414.15114,542.353478
2021-12-10,209,209,104.21,13.02625,68.756111,20592.0,197.600997,299.493378
2021-12-12,211,211,5.85,0.73125,0.0,110.0,18.803418,0.0
2021-12-13,213,213,13.63,1.70375,4.510277,2290.0,72.633896,219.498714
2021-12-14,213,213,25.01,3.12625,1.321666,652.0,14.594162,276.166596
2021-12-15,209,209,204.56,25.57,92.902222,37378.0,182.723895,402.336986
2021-12-16,211,211,129.48,16.185,35.855555,9299.0,71.818041,259.346145
2021-11-16,209,209,143.4,17.925,96.324722,33101.0,230.829846,343.639714
2021-11-16,215,215,77.56,9.695,58.552777,25308.0,326.302217,432.225443
2021-11-17,213,213,16.0,2.0,4.761944,2493.0,107.5625,361.407022
2021-11-18,215,215,60.0,7.5,53.39,22713.0,378.55,425.416744
2021-11-19,209,209,131.74,16.4675,91.498888,27580.0,209.351753,301.424428
2021-11-22,209,209,79.03,9.87875,59.173888,17679.0,223.69986,298.763535
2021-11-24,209,209,77.4,9.675,46.425277,20127.0,260.038759,433.535377
2021-11-24,215,215,69.31,8.66375,48.968888,17612.0,254.104746,359.656931
2021-11-25,213,213,35.11,4.38875,4.770833,2070.0,23.981772,176.489095
2021-11-26,213,213,7.75,0.96875,1.209166,876.0,44.774194,286.974659
2021-11-30,215,215,94.92,11.865,78.470555,23382.0,246.333754,297.97164
2021-12-01,209,209,135.5,16.9375,65.997222,28207.0,208.169741,427.396777
2021-12-01,215,215,69.47,8.68375,57.896666,17724.0,255.131711,306.131617
2021-12-02,211,211,125.16,15.645,28.562222,7707.0,61.577181,269.831947
2021-12-02,214,214,56.4,7.05,38.214166,31299.0,554.946808,819.041818
2021-12-03,213,213,9.75,1.21875,1.163611,501.0,29.641026,248.364789
2021-12-06,215,215,120.54,15.0675,110.203888,29836.0,247.519495,270.734549
2021-12-07,211,211,105.04,13.13,27.293055,10413.0,99.133663,381.525629
2021-12-07,214,214,62.97,7.87125,42.389722,31558.0,501.159282,744.472917
2021-12-08,211,211,130.23,16.27875,35.205,10880.0,83.544498,309.04701
2021-12-08,214,214,56.25,7.03125,40.268055,43900.0,780.444444,1090.194199
2021-12-09,213,213,30.9,3.8625,4.929722,2152.0,25.760518,161.469551
2021-12-10,215,215,75.55,9.44375,57.021111,20248.0,268.007941,355.096553
2021-12-13,209,209,173.89,21.73625,121.659722,44481.0,255.799643,365.618129
2021-12-13,215,215,110.8,13.85,100.571944,36284.0,327.472924,360.77656
2021-12-14,209,209,234.28,29.285,158.661666,51597.0,220.236469,325.201425
2021-12-15,211,211,128.43,16.05375,45.242777,14631.0,113.92198,323.388637
2021-12-15,215,215,77.78,9.7225,55.212222,18207.0,234.083311,329.763942
2021-12-16,214,214,52.27,6.53375,39.860555,35188.0,673.196862,882.777472
2021-12-17,213,213,16.0,2.0,0.924444,572.0,12.4375,215.264527
2021-12-19,215,215,2.35,0.29375,2.794722,1478.0,628.93617,528.854032
2021-12-20,209,209,171.98,21.4975,111.289166,32644.0,189.812768,293.325946
2021-12-21,215,215,78.44,9.805,52.895555,16705.0,212.965323,315.811035
2021-12-22,211,211,106.66,13.3325,22.931111,25655.0,240.530658,1118.78574
2021-12-22,214,214,86.36,10.795,65.161944,52871.0,612.216303,811.378494
2021-12-23,213,213,57.32,7.165,1.447777,401.0,3.384508,133.998537
2021-12-26,215,215,36.24,4.53,20.596388,6333.0,174.751655,307.481098
2021-12-27,214,214,44.5,5.5625,26.68,43554.0,978.741573,1632.45877
2021-12-28,211,211,54.84,6.855,8.403055,3951.0,72.045951,470.18614
2021-12-28,214,214,54.4,6.8,37.756944,45777.0,841.48897,1212.412741
2021-12-29,213,213,4.09,0.51125,0.379166,135.0,28.117359,303.297237
2021-12-30,209,209,54.58,6.8225,42.571944,14000.0,256.504213,328.855078
2021-12-30,215,215,18.75,2.34375,14.281111,2927.0,156.106666,204.956042
2022-01-03,211,211,70.87,8.85875,15.569166,2819.0,39.777056,181.063006
2022-01-03,214,214,16.7,2.0875,8.260277,9973.0,597.185628,1207.344499
2022-01-04,213,213,11.44,1.43,1.163333,303.0,19.493007,191.690599
2022-01-05,211,211,64.75,8.09375,8.645555,3276.0,50.594594,378.923041
2022-01-05,214,214,19.79,2.47375,10.465,19145.0,967.407781,1829.431438
2022-01-07,213,213,7.17,0.89625,0.750555,228.0,29.149233,278.460606
2022-01-10,213,213,16.13,2.01625,1.539166,330.0,18.722877,196.210155
2022-01-12,211,211,88.72,11.09,22.630833,5597.0,63.086113,247.317454
2022-01-13,209,209,175.0,21.875,36.188888,16537.0,94.497142,456.963474
2022-01-14,211,211,66.91,8.36375,16.785833,3483.0,52.054999,207.496404
2022-01-17,211,211,87.07,10.88375,19.641111,5103.0,58.608016,259.812186
2022-01-17,214,214,39.43,4.92875,26.116388,25265.0,640.755769,967.400239
2022-01-18,211,211,91.65,11.45625,24.94,7084.0,77.294053,284.0417
2022-01-18,214,214,25.08,3.135,16.107222,11365.0,453.14992,705.584116
2022-01-19,215,215,36.19,4.52375,27.424444,11621.0,321.110804,423.746056
2022-01-20,211,211,85.67,10.70875,22.920555,4326.0,50.496089,188.738885
2022-01-20,214,214,30.38,3.7975,13.547222,8711.0,286.734693,643.010057
2022-01-21,211,211,71.21,8.90125,18.306666,2851.0,40.036511,155.735621
2022-01-21,215,215,33.2,4.15,26.322222,7745.0,233.283132,294.238077
2022-01-24,209,209,67.08,8.385,42.303611,14999.0,223.598688,354.556021
2022-01-25,213,213,25.38,3.1725,3.451666,1942.0,20.961387,154.12847
2022-01-26,211,211,96.36,12.045,17.879444,8533.0,88.553341,477.251977
2022-01-26,214,214,16.13,2.01625,6.851666,9021.0,559.268443,1316.61409
2022-01-27,209,209,44.41,5.55125,25.519444,9944.0,223.913532,389.663661
2022-01-27,215,215,40.51,5.06375,27.499166,9260.0,228.585534,336.737485
2022-01-28,215,215,41.09,5.13625,32.835,11501.0,279.897785,350.266483
2022-01-31,213,213,11.3,1.4125,5.203888,896.0,35.929204,78.018589
2022-02-01,213,213,18.93,2.36625,2.394166,1279.0,23.50766,185.868482
2022-02-02,215,215,24.0,3.0,23.567777,6649.0,277.041666,282.122492
2021-11-12,214,214,47.16,5.895,24.302222,19642.0,416.497031,808.238851
2021-11-15,211,211,111.34,13.9175,26.783333,7670.0,68.88809,286.372125
2021-11-15,214,214,48.3,6.0375,26.109166,32389.0,670.57971,1240.522198
2021-11-16,211,211,95.81,11.97625,31.059166,8013.0,83.634276,257.991473
2021-11-17,209,209,83.12,10.39,50.689444,20617.0,248.038979,406.731626
2021-11-18,211,211,110.14,13.7675,30.908333,7789.0,70.719084,252.003238
2021-11-18,214,214,55.3,6.9125,37.605277,29305.0,529.927667,779.278929
2021-11-19,215,215,58.6,7.325,46.951111,18767.0,320.255972,399.713651
2021-11-21,215,215,2.35,0.29375,1.626388,1442.0,613.617021,886.627299
2021-11-22,215,215,132.76,16.595,101.908888,38785.0,292.143717,380.585057
2021-11-23,213,213,52.71,6.58875,6.119166,2019.0,15.139442,130.409928
2021-11-24,211,211,128.33,16.04125,52.093055,10532.0,82.069664,202.176662
2021-11-24,214,214,71.0,8.875,53.736111,51463.0,724.830985,957.698632
2021-11-25,209,209,69.92,8.74,44.055,18176.0,259.954233,412.57519
2021-11-25,215,215,103.21,12.90125,85.578611,31255.0,302.829183,365.219762
2021-11-26,209,209,62.71,7.83875,43.456111,13851.0,220.873863,318.735378
2021-11-28,215,215,3.5,0.4375,2.536388,2243.0,640.857142,884.328422
2021-11-29,213,213,10.33,1.29125,2.775555,1273.0,52.178122,194.195395
2021-11-30,211,211,142.68,17.835,93.767222,10199.0,71.481637,108.769352
2021-11-30,214,214,63.2,7.9,41.081666,40717.0,644.256329,991.123388
2021-12-01,211,211,115.76,14.47,33.623611,9053.0,78.204906,269.245322
2021-12-01,214,214,56.2,7.025,45.7875,38181.0,679.377224,833.873873
2021-12-02,213,213,25.68,3.21,1.277222,781.0,14.291277,287.342373
2021-12-03,209,209,144.53,18.06625,90.836111,28338.0,196.07002,311.968441
2021-12-05,215,215,2.75,0.34375,4.387222,1614.0,586.90909,367.886557
2021-12-06,211,211,153.91,19.23875,54.323888,11164.0,72.535897,205.508118
2021-12-06,214,214,45.94,5.7425,29.081944,28991.0,631.062255,996.872836
2021-12-07,213,213,28.28,3.535,5.307777,1999.0,27.475248,146.388968
2021-12-08,213,213,26.55,3.31875,1.586666,685.0,11.374765,190.336214
2021-12-09,209,209,126.27,15.78375,67.1775,27014.0,213.938385,402.128688
2021-12-10,211,211,106.4,13.3,26.010277,7818.0,73.477443,300.5735
2021-12-10,214,214,52.95,6.61875,37.478888,49956.0,943.45609,1332.91041
2021-12-13,211,211,143.16,17.895,42.357222,8037.0,56.139983,189.743321
2021-12-14,215,215,76.09,9.51125,71.281666,22767.0,299.21146,319.394891
2021-12-15,214,214,48.18,6.0225,26.071666,36941.0,766.728933,1416.902164
2021-12-16,213,213,17.35,2.16875,3.896388,908.0,24.899135,110.871915
2021-12-17,209,209,114.5,14.3125,65.160277,24523.0,214.174672,376.348921
2021-12-17,215,215,64.78,8.0975,44.209444,19352.0,298.734177,437.734525
2021-12-19,211,211,5.25,0.65625,0.121388,105.0,20.0,864.994892
2021-12-20,215,215,87.15,10.89375,74.790277,20989.0,240.837636,280.638083
2021-12-21,211,211,112.6,14.075,26.631111,3986.0,35.399644,149.674566
2021-12-21,214,214,50.72,6.34,34.838333,20465.0,403.489747,587.427647
2021-12-22,213,213,8.9,1.1125,0.561944,211.0,12.808989,202.86719
2021-12-23,209,209,49.0,6.125,39.306388,12416.0,253.387755,315.877409
2021-12-27,213,213,40.51,5.06375,2.426388,195.0,3.949642,65.941638
2021-12-28,213,213,5.95,0.74375,1.290555,106.0,16.134454,74.386601
2021-12-29,209,209,63.59,7.94875,49.669444,13588.0,213.681396,273.568594
2021-12-30,211,211,40.15,5.01875,10.130555,2608.0,64.956413,257.439005
2021-12-30,214,214,30.9,3.8625,18.211111,11538.0,373.398058,633.569253
2022-01-04,209,209,41.25,5.15625,32.929444,12619.0,305.915151,383.213272
2022-01-07,209,209,63.67,7.95875,38.861388,15526.0,243.851107,399.522528
2022-01-10,209,209,47.77,5.97125,42.028611,11734.0,245.635335,279.190763
2022-01-10,215,215,70.18,8.7725,57.205277,18306.0,260.843545,320.005442
2022-01-11,213,213,33.44,4.18,1.791944,636.0,10.645933,198.666923
2022-01-12,214,214,24.81,3.10125,13.715,14761.0,594.961708,1076.266861
2022-01-13,215,215,49.19,6.14875,38.358333,11987.0,243.687741,312.500545
2022-01-14,214,214,27.25,3.40625,12.564166,15262.0,560.073394,1214.724479
2022-01-18,213,213,39.17,4.89625,6.924722,1301.0,18.509063,104.697344
2022-01-19,211,211,87.08,10.885,19.284444,6244.0,71.70418,323.784289
2022-01-19,214,214,8.7,1.0875,4.568055,3405.0,391.37931,745.393827
2022-01-20,213,213,23.23,2.90375,2.4075,966.0,16.358158,157.840083
2022-01-21,214,214,39.27,4.90875,17.751666,18195.0,463.330786,1024.974219
2022-01-24,215,215,58.27,7.28375,45.046666,16950.0,290.887249,376.276459
2022-01-25,209,209,65.28,8.16,44.4325,15896.0,243.504901,357.756146
2022-01-27,211,211,91.15,11.39375,14.083611,5217.0,57.235326,370.430566
2022-01-28,211,211,73.64,9.205,13.22,2525.0,34.28843,190.998487
2022-01-28,214,214,31.4,3.925,18.263333,17892.0,569.808917,979.66784
2022-01-30,215,215,3.6,0.45,3.558055,519.0,144.166666,145.86621
2022-01-31,209,209,51.02,6.3775,40.779166,13152.0,257.781262,322.51763
2022-02-01,209,209,56.02,7.0025,42.156111,14916.0,266.262049,353.827704
2022-02-01,215,215,37.14,4.6425,20.384722,6823.0,183.710285,334.711456
2022-02-02,211,211,78.3,9.7875,13.093611,4748.0,60.638569,362.619601
2021-12-16,209,209,97.91,12.23875,63.700555,20730.0,211.725053,325.428875
2021-12-16,215,215,50.04,6.255,38.418055,10477.0,209.372501,272.710318
2021-12-17,211,211,104.87,13.10875,29.243333,10900.0,103.938209,372.73453
2021-12-17,214,214,41.08,5.135,27.051388,21904.0,533.203505,809.718155
2021-12-20,211,211,144.16,18.02,45.406388,11978.0,83.088235,263.795481
2021-12-20,214,214,44.46,5.5575,25.615277,20437.0,459.671614,797.844192
2021-12-21,213,213,28.06,3.5075,2.925,1011.0,16.464718,157.948718
2021-12-22,209,209,68.01,8.50125,34.493611,12967.0,190.663137,375.924689
2021-12-23,215,215,19.75,2.46875,13.149722,2477.0,125.417721,188.369001
2021-12-27,209,209,98.83,12.35375,57.613055,19251.0,194.789031,334.143016
2021-12-27,215,215,40.27,5.03375,28.528333,9178.0,227.911596,321.715257
2021-12-28,209,209,103.38,12.9225,49.051111,20642.0,199.671116,420.826349
2021-12-29,215,215,30.45,3.80625,21.439444,6129.0,201.280788,285.87495
2022-01-02,215,215,6.63,0.82875,5.102222,1952.0,294.419306,382.578413
2022-01-03,213,213,11.52,1.44,1.487777,272.0,21.267361,164.675217
2022-01-04,215,215,42.92,5.365,28.058055,9348.0,217.800559,333.166358
2022-01-05,213,213,12.44,1.555,0.6825,293.0,17.765273,323.809524
2022-01-07,215,215,59.14,7.3925,49.951944,11758.0,198.816367,235.386234
2022-01-10,211,211,99.78,12.4725,25.961388,5585.0,55.97314,215.127172
2022-01-11,209,209,3.38,0.4225,49.238888,15950.0,4718.934911,323.930954
2022-01-11,215,215,39.99,4.99875,30.975277,7789.0,194.773693,251.458606
2022-01-12,213,213,14.82,1.8525,3.100277,795.0,23.414305,111.925483
2022-01-13,211,211,69.05,8.63125,15.588611,3425.0,49.601737,219.711685
2022-01-13,214,214,48.2,6.025,35.975,29630.0,614.73029,823.627519
2022-01-14,213,213,9.93,1.24125,2.895833,1146.0,34.138973,117.064762
2022-01-16,215,215,0.0,0.0,3.591944,1644.0,0.0,457.690877
2022-01-17,209,209,63.28,7.91,41.894444,12148.0,191.972187,289.96685
2022-01-17,213,213,26.4,3.3,3.253888,1944.0,30.757576,249.547618
2022-01-18,209,209,63.59,7.94875,48.962777,15213.0,239.235728,310.705416
2022-01-19,213,213,19.84,2.48,2.118333,875.0,21.370968,200.157388
2022-01-20,209,209,43.26,5.4075,35.617777,11337.0,262.066574,318.296113
2022-01-21,213,213,16.0,2.0,2.353888,1020.0,25.1875,171.206107
2022-01-23,215,215,3.6,0.45,3.895555,405.0,112.5,103.964646
2022-01-24,211,211,84.95,10.61875,23.783333,4920.0,57.916421,206.867557
2022-01-24,214,214,47.6,5.95,26.02,16191.0,340.147058,622.252113
2022-01-25,215,215,54.18,6.7725,43.633333,14641.0,270.228866,335.546221
2022-01-26,213,213,8.79,1.09875,1.273888,573.0,32.309443,222.939536
2022-01-27,214,214,39.4,4.925,20.285,24519.0,622.309644,1208.725659
2022-01-28,213,213,11.0,1.375,1.76,870.0,25.727273,160.795455
2022-01-31,215,215,66.48,8.31,51.309166,19923.0,299.684115,388.293195
2022-02-01,211,211,71.84,8.98,18.101388,3901.0,54.301224,215.508335
2022-02-01,214,214,36.35,4.54375,20.034444,13820.0,380.192572,689.812005
2022-02-02,213,213,14.3,1.7875,3.234722,1208.0,36.713287,162.301428
2022-02-03,209,209,26.02,3.2525,18.910277,7381.0,283.66641,390.316863
2022-02-04,215,215,42.62,5.3275,34.04,14239.0,334.091975,418.301997
2022-02-06,215,215,3.6,0.45,1.900833,1228.0,341.111111,646.032555
2022-02-07,211,211,99.4,12.425,32.848888,5520.0,55.533199,168.042218
2022-02-07,214,214,46.7,5.8375,29.962777,30405.0,651.070663,1014.759079
2022-02-08,213,213,21.26,2.6575,3.534722,1646.0,27.98683,168.33007
2022-02-09,209,209,34.04,4.255,22.436388,7926.0,232.843713,353.265418
2022-02-10,211,211,98.73,12.34125,27.958888,4976.0,50.400081,177.975604
2022-02-10,214,214,40.6,5.075,19.163333,23214.0,571.773399,1211.375912
2022-02-11,209,209,42.41,5.30125,16.7375,13246.0,312.331997,791.396564
